user,lat,lng,timestamp
0,38.562539980000004,68.845201848,1483315200.0
1,38.562539980000004,68.845201848,1483488000.0
2,38.562539980000004,68.845201848,1484092800.0
3,38.562539980000004,68.845201848,1484438400.0
4,38.562539980000004,68.845201848,1484438400.0
5,38.562539980000004,68.845201848,1484870400.0
6,38.562539980000004,68.845201848,1485043200.0
7,38.562539980000004,68.845201848,1485216000.0
8,38.562539980000004,68.845201848,1485388800.0
9,38.562539980000004,68.845201848,1485734400.0
10,38.562539980000004,68.845201848,1485907200.0
11,38.562539980000004,68.845201848,1485907200.0
12,38.562539980000004,68.845201848,1485907200.0
13,38.562539980000004,68.845201848,1486252800.0
14,38.562539980000004,68.845201848,1486771200.0
15,38.562539980000004,68.845201848,1486771200.0
16,38.562539980000004,68.845201848,1486771200.0
17,38.562539980000004,68.845201848,1486771200.0
18,38.562539980000004,68.845201848,1486857600.0
19,38.562539980000004,68.845201848,1486857600.0
20,38.562539980000004,68.845201848,1486857600.0
21,38.562539980000004,68.845201848,1486857600.0
22,38.562539980000004,68.845201848,1487635200.0
23,38.562539980000004,68.845201848,1487635200.0
24,38.562539980000004,68.845201848,1487635200.0
25,38.562539980000004,68.845201848,1487980800.0
26,38.562539980000004,68.845201848,1488067200.0
27,38.694670643421034,69.60020188552633,1483315200.0
28,38.694670643421034,69.60020188552633,1483315200.0
29,38.694670643421034,69.60020188552633,1483315200.0
30,38.694670643421034,69.60020188552633,1483401600.0
31,38.694670643421034,69.60020188552633,1483401600.0
32,38.694670643421034,69.60020188552633,1483488000.0
33,38.694670643421034,69.60020188552633,1483488000.0
34,38.694670643421034,69.60020188552633,1483488000.0
35,38.694670643421034,69.60020188552633,1483488000.0
36,38.694670643421034,69.60020188552633,1483488000.0
37,38.694670643421034,69.60020188552633,1483574400.0
38,38.694670643421034,69.60020188552633,1483574400.0
39,38.694670643421034,69.60020188552633,1483574400.0
40,38.694670643421034,69.60020188552633,1483574400.0
41,38.694670643421034,69.60020188552633,1483660800.0
42,38.694670643421034,69.60020188552633,1483920000.0
43,38.694670643421034,69.60020188552633,1483920000.0
44,38.694670643421034,69.60020188552633,1484006400.0
45,38.694670643421034,69.60020188552633,1484092800.0
46,38.694670643421034,69.60020188552633,1484179200.0
47,38.694670643421034,69.60020188552633,1484179200.0
48,38.694670643421034,69.60020188552633,1484265600.0
49,38.694670643421034,69.60020188552633,1484524800.0
50,38.694670643421034,69.60020188552633,1484524800.0
51,38.694670643421034,69.60020188552633,1484524800.0
52,38.694670643421034,69.60020188552633,1484697600.0
53,38.694670643421034,69.60020188552633,1484697600.0
54,38.694670643421034,69.60020188552633,1484697600.0
55,38.694670643421034,69.60020188552633,1484870400.0
56,38.694670643421034,69.60020188552633,1484956800.0
57,38.694670643421034,69.60020188552633,1485043200.0
58,38.694670643421034,69.60020188552633,1485216000.0
59,38.694670643421034,69.60020188552633,1485388800.0
60,38.694670643421034,69.60020188552633,1485388800.0
61,38.694670643421034,69.60020188552633,1485388800.0
62,38.694670643421034,69.60020188552633,1485388800.0
63,38.694670643421034,69.60020188552633,1485648000.0
64,38.694670643421034,69.60020188552633,1485648000.0
65,38.694670643421034,69.60020188552633,1485820800.0
66,38.694670643421034,69.60020188552633,1485820800.0
67,38.694670643421034,69.60020188552633,1485993600.0
68,38.694670643421034,69.60020188552633,1486080000.0
69,38.694670643421034,69.60020188552633,1486080000.0
70,38.694670643421034,69.60020188552633,1486080000.0
71,38.694670643421034,69.60020188552633,1486080000.0
72,38.694670643421034,69.60020188552633,1486080000.0
73,38.694670643421034,69.60020188552633,1486080000.0
74,38.694670643421034,69.60020188552633,1486166400.0
75,38.694670643421034,69.60020188552633,1486339200.0
76,38.694670643421034,69.60020188552633,1486339200.0
77,38.694670643421034,69.60020188552633,1486512000.0
78,38.694670643421034,69.60020188552633,1486771200.0
79,38.694670643421034,69.60020188552633,1486771200.0
80,38.694670643421034,69.60020188552633,1486771200.0
81,38.694670643421034,69.60020188552633,1486771200.0
82,38.694670643421034,69.60020188552633,1486771200.0
83,38.694670643421034,69.60020188552633,1487203200.0
84,38.694670643421034,69.60020188552633,1487376000.0
85,38.694670643421034,69.60020188552633,1487376000.0
86,38.694670643421034,69.60020188552633,1487462400.0
87,38.694670643421034,69.60020188552633,1487462400.0
88,38.694670643421034,69.60020188552633,1487462400.0
89,38.694670643421034,69.60020188552633,1487721600.0
90,38.694670643421034,69.60020188552633,1487894400.0
91,38.694670643421034,69.60020188552633,1487894400.0
92,38.694670643421034,69.60020188552633,1487980800.0
93,38.694670643421034,69.60020188552633,1487980800.0
94,38.694670643421034,69.60020188552633,1488153600.0
95,38.694670643421034,69.60020188552633,1488153600.0
96,40.67285065793105,70.31488098965517,1485302400.0
97,40.67285065793105,70.31488098965517,1485561600.0
98,40.67285065793105,70.31488098965517,1485561600.0
99,40.67285065793105,70.31488098965517,1485734400.0
100,40.67285065793105,70.31488098965517,1485820800.0
101,40.67285065793105,70.31488098965517,1486857600.0
102,40.67285065793105,70.31488098965517,1486857600.0
103,40.67285065793105,70.31488098965517,1486857600.0
104,40.67285065793105,70.31488098965517,1486944000.0
105,40.67285065793105,70.31488098965517,1486944000.0
106,40.67285065793105,70.31488098965517,1487462400.0
107,40.67285065793105,70.31488098965517,1487808000.0
108,40.67285065793105,70.31488098965517,1487980800.0
109,37.52946109597702,69.3857611850575,1484092800.0
110,37.52946109597702,69.3857611850575,1484179200.0
111,37.52946109597702,69.3857611850575,1484179200.0
112,37.52946109597702,69.3857611850575,1484352000.0
113,37.52946109597702,69.3857611850575,1484438400.0
114,37.52946109597702,69.3857611850575,1484438400.0
115,37.52946109597702,69.3857611850575,1484438400.0
116,37.52946109597702,69.3857611850575,1484438400.0
117,37.52946109597702,69.3857611850575,1484438400.0
118,37.52946109597702,69.3857611850575,1484524800.0
119,37.52946109597702,69.3857611850575,1484524800.0
120,37.52946109597702,69.3857611850575,1484611200.0
121,37.52946109597702,69.3857611850575,1484697600.0
122,37.52946109597702,69.3857611850575,1484697600.0
123,37.52946109597702,69.3857611850575,1484784000.0
124,37.52946109597702,69.3857611850575,1484784000.0
125,37.52946109597702,69.3857611850575,1484870400.0
126,37.52946109597702,69.3857611850575,1484870400.0
127,37.52946109597702,69.3857611850575,1484870400.0
128,37.52946109597702,69.3857611850575,1484870400.0
129,37.52946109597702,69.3857611850575,1484870400.0
130,37.52946109597702,69.3857611850575,1484956800.0
131,37.52946109597702,69.3857611850575,1484956800.0
132,37.52946109597702,69.3857611850575,1485043200.0
133,37.52946109597702,69.3857611850575,1485216000.0
134,37.52946109597702,69.3857611850575,1485648000.0
135,37.52946109597702,69.3857611850575,1485648000.0
136,37.52946109597702,69.3857611850575,1485648000.0
137,37.52946109597702,69.3857611850575,1485648000.0
138,37.52946109597702,69.3857611850575,1485648000.0
139,37.52946109597702,69.3857611850575,1485648000.0
140,37.52946109597702,69.3857611850575,1485734400.0
141,37.52946109597702,69.3857611850575,1485734400.0
142,37.52946109597702,69.3857611850575,1485820800.0
143,37.52946109597702,69.3857611850575,1485820800.0
144,37.52946109597702,69.3857611850575,1485907200.0
145,37.52946109597702,69.3857611850575,1486080000.0
146,37.52946109597702,69.3857611850575,1486166400.0
147,37.52946109597702,69.3857611850575,1486166400.0
148,37.52946109597702,69.3857611850575,1486166400.0
149,37.52946109597702,69.3857611850575,1486166400.0
